"crs_name","crs_id"
"BIO356","217453"
"BIO375","212309"
"BIO383","112122"
"BIO384","112123"
"BIO387","215539"
"BIO390","211587"
"BIO459","103400"
"BIO802","112130"
"BIO5N","217822"
"BIO8N","210975"
"BIO24N","217794"
"BIO26S","218919"
"BIO45","111850"
"BIO46","111851"
"BIO47","218184"
"BIO51S","218918"
"BIO52","219080"
"BIO60","218447"
"BIO167","218773"
"BIO175","219059"
"BIO223","207908"
"BIO328","218735"
"BIO329","218755"
"BIO330","218756"
"BIO331","218800"
"BIO8S","111804"
"BIO27S","219990"
"BIO28S","219991"
"BIO35N","219225"
"BIO53","219356"
"BIO61","219088"
"BIO62","219369"
"BIO81","219362"
"BIO82","219366"
"BIO83","219365"
"BIO84","219367"
"BIO85","219368"
"BIO86","219375"
"BIO119","207060"
"BIO125","219451"
"BIO133","218997"
"BIO142","219437"
"BIO160","219361"
"BIO332","219790"
"BIO386","220297"
"BIO13Q","220311"
"BIO121","221156"
"BIO130","220284"
"BIO134","220670"
"BIO140","216095"
"BIO172","220288"
"BIO176","221142"
"BIO193","221038"
"BIO221","221156"
"BIO247","220416"
"BIO251","220425"
"BIO272","220288"
"BIO273A","103678"
"BIO273B","103679"
"BIO276","221142"
"BIO279","221189"
"BIO287A","214066"
"BIO313","220876"
"BIO380","220880"
"BIO6N","221505"
"BIO102","221465"
"BIO129","221708"
"BIO147","221700"
"BIO148","215456"
"BIO155","221695"
"BIO161","221697"
"BIO206A","222134"
"BIO228","215456"
"BIO229","221708"
"BIO231","221981"
"BIO240","221700"
"BIO255","221695"
"BIO10N","222592"
"BIO16N","111814"
"BIO19S","223073"
"BIO32S","223406"
"BIO35","223273"
"BIO57","222590"
"BIO89SI","223015"
"BIO103","222771"
"BIO114","223035"
"BIO120","222591"
"BIO135","222765"
"BIO136","222686"
"BIO146","222766"
"BIO156","223070"
"BIO162","222589"
"BIO179","221189"
"BIO187","222647"
"BIO203","222771"
"BIO211","222689"
"BIO220","222591"
"BIO235","222765"
"BIO236","222686"
"BIO243","201316"
"BIO305","222594"
"BIO315","223142"
"BIO355","222827"
"BIO18S","223915"
"BIO20Q","223879"
"BIO63","223810"
"BIO71","223499"
"BIO101","223882"
"BIO111","223495"
"BIO114A","223035"
"BIO114B","223801"
"BIO114C","223802"
"BIO139","223500"
"BIO143","223119"
"BIO166","222125"
"BIO189","223935"
"BIO201","218692"
"BIO224","223498"
"BIO243","223119"
"BIO266","222125"
"BIO287B","220376"
"BIO289","223935"
"BIO338","223654"
"BIO388","223494"
"BIOC109A","201414"
"BIOC109B","206030"
"BIOC118Q","127304"
"BIOC199","201475"
"BIOC200","210251"
"BIOC202","212148"
"BIOC205","203354"
"BIOC209A","201414"
"BIOC215","127322"
"BIOC221","127328"
"BIOC223","215303"
"BIOC224","127579"
"BIOC236","208892"
"BIOC241","127288"
"BIOC257","203383"
"BIOC299","127339"
"BIOC350","213303"
"BIOC360","213288"
"BIOC370","205566"
"BIOC399","127341"
"BIOC459","103400"
"BIOC801","204449"
"BIOC802","127344"
"BIOC239","221604"
"BIOC227","223046"
"BIOC281","222981"
"BIOC294","222056"
"BIODS260A","128652"
"BIODS260B","125455"
"BIODS260C","128654"
"BIODS210","218593"
"BIODS215","219033"
"BIODS231","215223"
"BIODS237","218601"
"BIODS299","218816"
"BIODS232","220369"
"BIODS248","220013"
"BIODS48N","213530"
"BIODS220","221599"
"BIODS248P","220013"
"BIODS399","222500"
"BIODS472","222394"
"BIODS205","222896"
"BIODS217","222644"
"BIODS235","223067"
"BIODS240","222922"
"BIODS253","223128"
"BIODS360","223205"
"BIODS388","222585"
"BIODS217A","223486"
"BIODS221","221473"
"BIODS239","221604"
"BIODS248B","220013"
"BIODS248BP","220013"
"BIOE10N","206708"
"BIOE32Q","215953"
"BIOE36Q","213724"
"BIOE41","210055"
"BIOE42","209786"
"BIOE44","210326"
"BIOE51","211150"
"BIOE70Q","204664"
"BIOE80","206896"
"BIOE101","211524"
"BIOE103","211420"
"BIOE103B","216829"
"BIOE115","212168"
"BIOE122","215278"
"BIOE123","211525"
"BIOE131","212099"
"BIOE141A","212629"
"BIOE141B","212631"
"BIOE191","205662"
"BIOE191X","212815"
"BIOE196","216495"
"BIOE201C","209444"
"BIOE210","211524"
"BIOE211","212693"
"BIOE212","141029"
"BIOE214","141030"
"BIOE215","207251"
"BIOE220","202262"
"BIOE221","216221"
"BIOE221G","217124"
"BIOE222","204254"
"BIOE223","212934"
"BIOE224","206386"
"BIOE225","213663"
"BIOE227","215172"
"BIOE229","210432"
"BIOE231","205317"
"BIOE236","211830"
"BIOE244","211609"
"BIOE253","212429"
"BIOE260","211503"
"BIOE273","213670"
"BIOE279","215942"
"BIOE280","105050"
"BIOE281","202303"
"BIOE282","210126"
"BIOE283","214848"
"BIOE284B","204066"
"BIOE285","217955"
"BIOE287","212702"
"BIOE291","209880"
"BIOE299B","216935"
"BIOE300A","204256"
"BIOE300B","204257"
"BIOE300C","204258"
"BIOE301A","205419"
"BIOE301B","205367"
"BIOE301C","209444"
"BIOE311","212693"
"BIOE313","215241"
"BIOE326A","216599"
"BIOE326B","216600"
"BIOE331","205317"
"BIOE333","208299"
"BIOE334","208634"
"BIOE335","208780"
"BIOE337","215087"
"BIOE355","103388"
"BIOE361","206645"
"BIOE370","205421"
"BIOE371","211416"
"BIOE372","211828"
"BIOE374A","201105"
"BIOE374B","201210"
"BIOE375A","212846"
"BIOE375B","212849"
"BIOE376","214591"
"BIOE377","214849"
"BIOE381","105051"
"BIOE386","105062"
"BIOE390","204259"
"BIOE391","204175"
"BIOE392","204176"
"BIOE393","105064"
"BIOE450","103398"
"BIOE454","140018"
"BIOE459","103400"
"BIOE484","201653"
"BIOE485","140056"
"BIOE500","204174"
"BIOE802","204255"
"BIOE140","210055"
"BIOE158","218451"
"BIOE213","207908"
"BIOE217","206403"
"BIOE219","218714"
"BIOE238","217840"
"BIOE241","127288"
"BIOE242","218897"
"BIOE248","218814"
"BIOE256","204929"
"BIOE301D","218833"
"BIOE60","220052"
"BIOE342A","203139"
"BIOE102","210055"
"BIOE150","103282"
"BIOE193","221038"
"BIOE240","221201"
"BIOE296","221030"
"BIOE395","221312"
"BIOE10SC","222322"
"BIOE72N","222019"
"BIOE177","216113"
"BIOE199A","222277"
"BIOE227","205588"
"BIOE385","221584"
"BIOE91B","222852"
"BIOE91C","222855"
"BIOE209","222632"
"BIOE226","214116"
"BIOE271","222980"
"BIOE301E","222883"
"BIOE301P","222882"
"BIOE394","223181"
"BIOE320","223931"
"BIOE333","223835"
"BIOHOPK43","204020"
"BIOHOPK44Y","204021"
"BIOHOPK150H","215215"
"BIOHOPK152H","215332"
"BIOHOPK153H","215585"
"BIOHOPK154H","216306"
"BIOHOPK155H","217410"
"BIOHOPK160H","213781"
"BIOHOPK161H","112165"
"BIOHOPK162H","112166"
"BIOHOPK163H","112167"
"BIOHOPK165H","213779"
"BIOHOPK166H","202753"
"BIOHOPK167H","112171"
"BIOHOPK168H","217248"
"BIOHOPK172H","112176"
"BIOHOPK173H","112177"
"BIOHOPK174H","112178"
"BIOHOPK177H","213782"
"BIOHOPK179H","216282"
"BIOHOPK180H","215067"
"BIOHOPK182H","202013"
"BIOHOPK184H","204022"
"BIOHOPK185H","208488"
"BIOHOPK187H","208489"
"BIOHOPK189H","212936"
"BIOHOPK198H","112187"
"BIOHOPK199H","112189"
"BIOHOPK250H","215215"
"BIOHOPK252H","215332"
"BIOHOPK253H","215585"
"BIOHOPK254H","216306"
"BIOHOPK255H","217410"
"BIOHOPK260H","213781"
"BIOHOPK261H","112165"
"BIOHOPK262H","112166"
"BIOHOPK263H","112167"
"BIOHOPK264H","212568"
"BIOHOPK265H","213779"
"BIOHOPK266H","202753"
"BIOHOPK267H","112171"
"BIOHOPK268H","217248"
"BIOHOPK272H","112176"
"BIOHOPK273H","112177"
"BIOHOPK274","206173"
"BIOHOPK274H","112178"
"BIOHOPK275H","209313"
"BIOHOPK276H","215068"
"BIOHOPK277H","213782"
"BIOHOPK279H","216282"
"BIOHOPK280","212020"
"BIOHOPK280H","215067"
"BIOHOPK281H","213719"
"BIOHOPK284H","204022"
"BIOHOPK285H","208488"
"BIOHOPK287H","208489"
"BIOHOPK289H","212936"
"BIOHOPK290H","112214"
"BIOHOPK300H","112217"
"BIOHOPK315H","216294"
"BIOHOPK320H","216281"
"BIOHOPK323H","202013"
"BIOHOPK801H","112224"
"BIOHOPK802H","112227"
"BIOHOPK47","204021"
"BIOHOPK156H","218575"
"BIOHOPK181H","213719"
"BIOHOPK234H","218576"
"BIOHOPK256H","218575"
"BIOHOPK330H","218972"
"BIOHOPK14","217512"
"BIOHOPK81","219703"
"BIOHOPK84","219702"
"BIOHOPK85","219704"
"BIOHOPK173HA","220273"
"BIOHOPK273HA","220273"
"BIOHOPK299H","220001"
"BIOHOPK140H","221160"
"BIOHOPK157H","221060"
"BIOHOPK158H","221129"
"BIOHOPK159H","221103"
"BIOHOPK183H","219703"
"BIOHOPK240H","221160"
"BIOHOPK257H","221060"
"BIOHOPK258H","221129"
"BIOHOPK259H","221103"
"BIOHOPK291H","221404"
"BIOHOPK142H","222125"
"BIOHOPK175H","221926"
"BIOHOPK242H","222125"
"BIOHOPK275H","221926"
"BIOHOPK143H","223119"
"BIOHOPK144H","223419"
"BIOHOPK243H","223119"
"BIOHOPK244H","223419"
"BIOHOPK350H","223420"
"BIOHOPK355","222827"
"BIOHOPK47H","204021"
"BIOHOPK119H","223933"
"BIOHOPK166H","222125"
"BIOHOPK219H","223933"
"BIOHOPK266H","222125"
"BIOMEDIN156","113357"
"BIOMEDIN201","127215"
"BIOMEDIN205","207818"
"BIOMEDIN206","209421"
"BIOMEDIN207","210090"
"BIOMEDIN208","215668"
"BIOMEDIN210","127217"
"BIOMEDIN212","141029"
"BIOMEDIN214","141030"
"BIOMEDIN215","212220"
"BIOMEDIN216","141031"
"BIOMEDIN217","206403"
"BIOMEDIN218","207061"
"BIOMEDIN219","209422"
"BIOMEDIN224","212730"
"BIOMEDIN225","212225"
"BIOMEDIN233","125457"
"BIOMEDIN245","208844"
"BIOMEDIN251","202518"
"BIOMEDIN256","113357"
"BIOMEDIN260","211782"
"BIOMEDIN262","201409"
"BIOMEDIN273A","207196"
"BIOMEDIN279","215942"
"BIOMEDIN290","212147"
"BIOMEDIN299","127225"
"BIOMEDIN370","208006"
"BIOMEDIN371","215148"
"BIOMEDIN374","202367"
"BIOMEDIN390A","204087"
"BIOMEDIN390B","204088"
"BIOMEDIN390C","204089"
"BIOMEDIN432","209219"
"BIOMEDIN801","127230"
"BIOMEDIN802","127231"
"BIOMEDIN227SI","219543"
"BIOMEDIN273B","218601"
"BIOMEDIN226","219509"
"BIOMEDIN246","220072"
"BIOMEDIN254","218544"
"BIOMEDIN274","220087"
"BIOMEDIN304","219737"
"BIOMEDIN220","221599"
"BIOMEDIN221","221473"
"BIOMEDIN222","221472"
"BIOMEDIN248","220013"
"BIOMEDIN472","222394"
"BIOMEDIN223","223199"
"BIOMEDIN240","222922"
"BIOMEDIN388","222585"
"BIOMEDIN248B","220013"
"BIOMEDIN346","223817"
"BIOMEDIN360","223205"
"BIOPHYS196","216495"
"BIOPHYS227","205588"
"BIOPHYS232","204030"
"BIOPHYS241","127288"
"BIOPHYS242","127289"
"BIOPHYS244","214848"
"BIOPHYS250","124311"
"BIOPHYS279","215942"
"BIOPHYS294","207924"
"BIOPHYS297","112331"
"BIOPHYS300","124315"
"BIOPHYS311","212693"
"BIOPHYS342A","203139"
"BIOPHYS371","215148"
"BIOPHYS392","109506"
"BIOPHYS393","216995"
"BIOPHYS399","124314"
"BIOPHYS801","124316"
"BIOPHYS802","124317"
"BIOPHYS315","200782"
"BIOPHYS235","221248"
"BIOPHYS235","221260"
"BIOS200","213297"
"BIOS201","213638"
"BIOS202","213512"
"BIOS203","213589"
"BIOS204","213582"
"BIOS205","213588"
"BIOS206","213593"
"BIOS207","213618"
"BIOS208","213585"
"BIOS209","213590"
"BIOS210","213583"
"BIOS211","213587"
"BIOS213","213639"
"BIOS214","213591"
"BIOS215","213610"
"BIOS216","213592"
"BIOS217","213611"
"BIOS218","213584"
"BIOS219","213609"
"BIOS220","213612"
"BIOS221","213641"
"BIOS222","214744"
"BIOS223","214999"
"BIOS224","215012"
"BIOS225","215000"
"BIOS226","215011"
"BIOS227","215001"
"BIOS228","215139"
"BIOS229","215315"
"BIOS230","215961"
"BIOS231","215962"
"BIOS232","215973"
"BIOS233","215963"
"BIOS234","215974"
"BIOS235","215975"
"BIOS236","215977"
"BIOS237","215978"
"BIOS238","215981"
"BIOS239","215984"
"BIOS240","216013"
"BIOS241","216035"
"BIOS242","216249"
"BIOS243","216551"
"BIOS244","217118"
"BIOS245","217119"
"BIOS246","217169"
"BIOS247","217174"
"BIOS248","217175"
"BIOS249","217182"
"BIOS250","217460"
"BIOS251","218429"
"BIOS252","218428"
"BIOS253","218431"
"BIOS254","218514"
"BIOS255","218515"
"BIOS256","218427"
"BIOS257","218430"
"BIOS258","218433"
"BIOS259","218512"
"BIOS260","218506"
"BIOS261","218432"
"BIOS262","218871"
"BIOS263","218958"
"BIOS264","218967"
"BIOS265","214999"
"BIOS266","219819"
"BIOS267","219821"
"BIOS268","219818"
"BIOS269","219822"
"BIOS270","219820"
"BIOS271","219576"
"BIOS272","219864"
"BIOS273","220293"
"BIOS274","220621"
"BIOS275","220622"
"BIOS276","220623"
"BIOS277","220625"
"BIOS278","220624"
"BIOS279","221301"
"BIOS290","221778"
"BIOS300","221663"
"BIOS301","205492"
"BIOS280","221737"
"BIOS281","221751"
"BIOS282","222002"
"BIOS283","221731"
"BIOS284","221781"
"BIOS285","221723"
"BIOS286","221776"
"BIOS287","221758"
"BIOS288","221754"
"BIOS289","221753"
"BIOS291","221780"
"BIOS292","221779"
"BIOS293","221752"
"BIOS294","222056"
"BIOS202","223452"
"BIOS212","219577"
"BIOS216","223343"
"BIOS217","222806"
"BIOS243","222575"
"BIOS276","223126"
"BIOS295","222574"
"BIOS296","222577"
"BIOS297","222576"
"BIOS298","222573"
"BIOS203","223769"
"BIOS206","218755"
"BIOS207","223773"
"BIOS209","223772"
"BIOS214","223767"
"BIOS215","223770"
"BIOS230","218756"
"BIOS231","223768"
"BIOS232","223771"
"BIOS238","223859"
"BIOS260","223718"
"BIOS302","223639"
"CATLANG1A","207527"
"CATLANG2A","207528"
"CATLANG11A","207529"
"CATLANG199","207547"
"CATLANG395","207612"
"CATLANG12A","207530"
"CBIO101","204964"
"CBIO240","127233"
"CBIO241","217373"
"CBIO242","207180"
"CBIO243","213617"
"CBIO244","217665"
"CBIO260","205586"
"CBIO275","210368"
"CBIO280","127241"
"CBIO299","127243"
"CBIO399","206164"
"CBIO801","204450"
"CBIO802","127246"
"CBIO245","218338"
"CBIO246","220032"
"CBIO290","220899"
"CEE1","216212"
"CEE1A","216288"
"CEE10A","215007"
"CEE10B","215005"
"CEE29N","214569"
"CEE31","204579"
"CEE31Q","202445"
"CEE32A","212446"
"CEE32B","212627"
"CEE32D","215019"
"CEE32F","215021"
"CEE32G","216242"
"CEE32H","216492"
"CEE32Q","211251"
"CEE32R","206696"
"CEE32S","217179"
"CEE32T","217181"
"CEE32U","217180"
"CEE32V","217781"
"CEE48N","206202"
"CEE50N","211990"
"CEE63","103438"
"CEE64","103440"
"CEE70","103441"
"CEE70N","210763"
"CEE73","214099"
"CEE100","103449"
"CEE101A","103450"
"CEE101B","103451"
"CEE101C","103452"
"CEE101D","103453"
"CEE101N","217010"
"CEE101S","214094"
"CEE101X","217003"
"CEE102","103455"
"CEE107A","129085"
"CEE107F","217151"
"CEE107S","215295"
"CEE107W","217152"
"CEE109","210629"
"CEE111","103462"
"CEE112A","212503"
"CEE112B","212473"
"CEE112C","212474"
"CEE112D","216321"
"CEE113","215330"
"CEE120A","215127"
"CEE120B","215128"
"CEE120C","215573"
"CEE120S","215141"
"CEE122A","103468"
"CEE122B","103469"
"CEE124","205423"
"CEE125","216985"
"CEE126","214981"
"CEE129S","211691"
"CEE130","202111"
"CEE131A","207346"
"CEE131B","216222"
"CEE131C","217205"
"CEE131D","204889"
"CEE132H","216492"
"CEE132Q","213154"
"CEE133F","210743"
"CEE133G","217134"
"CEE134B","208667"
"CEE137B","207358"
"CEE139","202122"
"CEE141A","210192"
"CEE141B","210194"
"CEE141C","210735"
"CEE144","216472"
"CEE146A","213000"
"CEE146E","217953"
"CEE151","202776"
"CEE155","211275"
"CEE156","103488"
"CEE160","103491"
"CEE161A","202088"
"CEE163E","216942"
"CEE163F","217077"
"CEE164","129098"
"CEE165C","205054"
"CEE166A","202123"
"CEE166B","202124"
"CEE166D","202812"
"CEE169","103497"
"CEE171","103499"
"CEE171F","214096"
"CEE172","103500"
"CEE172A","205295"
"CEE172S","211526"
"CEE174A","214994"
"CEE174B","214995"
"CEE175A","205275"
"CEE175P","217752"
"CEE175S","215296"
"CEE176A","103506"
"CEE176B","103507"
"CEE176C","214683"
"CEE176G","217751"
"CEE177","103508"
"CEE177L","214095"
"CEE177M","217748"
"CEE177S","203893"
"CEE177X","211725"
"CEE178","103510"
"CEE179A","103512"
"CEE179C","204967"
"CEE179S","211878"
"CEE179X","216577"
"CEE180","103513"
"CEE181","103516"
"CEE182","103517"
"CEE183","201043"
"CEE195","211998"
"CEE196","129483"
"CEE198","103525"
"CEE199","103526"
"CEE199A","204907"
"CEE199B","205046"
"CEE199E","213942"
"CEE199H","202125"
"CEE199L","214425"
"CEE200A","103528"
"CEE200B","103529"
"CEE200C","103530"
"CEE201D","103453"
"CEE201S","214094"
"CEE202","208899"
"CEE203","103535"
"CEE204","103537"
"CEE205A","211580"
"CEE205B","211581"
"CEE206","208210"
"CEE207A","129085"
"CEE207F","217151"
"CEE207S","215295"
"CEE207W","217152"
"CEE209","215925"
"CEE211","103462"
"CEE212A","212508"
"CEE212B","212473"
"CEE212C","212474"
"CEE212D","216321"
"CEE213","215330"
"CEE217","211291"
"CEE220A","215127"
"CEE220B","215128"
"CEE220C","215573"
"CEE220S","215141"
"CEE221A","213766"
"CEE222A","208522"
"CEE222B","208523"
"CEE223","215900"
"CEE223A","216537"
"CEE224A","205843"
"CEE224X","217230"
"CEE224Y","217232"
"CEE224Z","217231"
"CEE225","216985"
"CEE226","208391"
"CEE226E","209185"
"CEE227","206529"
"CEE229S","211691"
"CEE234B","208667"
"CEE237B","207358"
"CEE239","202122"
"CEE241","103600"
"CEE241A","210192"
"CEE241B","210194"
"CEE241C","210735"
"CEE241P","215178"
"CEE241T","215126"
"CEE242","103601"
"CEE242P","214971"
"CEE242T","214970"
"CEE244","103604"
"CEE244A","214181"
"CEE246","103610"
"CEE246A","213000"
"CEE246B","209447"
"CEE246E","217953"
"CEE246S","217887"
"CEE247A","214006"
"CEE248","103613"
"CEE248S","216706"
"CEE249","103614"
"CEE251","202776"
"CEE252","103617"
"CEE252P","211180"
"CEE252Q","216390"
"CEE255","211275"
"CEE256","103488"
"CEE258","103625"
"CEE258B","103626"
"CEE259A","103629"
"CEE259B","103630"
"CEE260A","129537"
"CEE260B","129542"
"CEE260C","129538"
"CEE261","217073"
"CEE262A","103642"
"CEE262B","103643"
"CEE262C","204560"
"CEE262D","129098"
"CEE262E","206048"
"CEE262F","209165"
"CEE263A","103649"
"CEE263B","103650"
"CEE263C","103438"
"CEE263D","103440"
"CEE263E","216942"
"CEE263F","217077"
"CEE263G","217293"
"CEE263S","214285"
"CEE264","212540"
"CEE264A","202088"
"CEE265A","103656"
"CEE265C","205054"
"CEE265D","205909"
"CEE266A","202123"
"CEE266B","202124"
"CEE266C","206303"
"CEE266D","202812"
"CEE267","103662"
"CEE268","103663"
"CEE269A","212871"
"CEE269B","212872"
"CEE269C","212873"
"CEE270","103666"
"CEE270B","214996"
"CEE271A","103668"
"CEE271B","103669"
"CEE271D","103671"
"CEE271F","214096"
"CEE271M","209886"
"CEE272","103672"
"CEE272R","211274"
"CEE272S","211526"
"CEE272T","215071"
"CEE273","129569"
"CEE273A","103512"
"CEE273C","212911"
"CEE273D","215618"
"CEE274A","103678"
"CEE274B","103679"
"CEE274D","103681"
"CEE274P","205334"
"CEE274S","206173"
"CEE275A","205275"
"CEE275B","200408"
"CEE275C","213824"
"CEE275K","215077"
"CEE275P","217752"
"CEE275S","215296"
"CEE276","103510"
"CEE276C","214683"
"CEE276G","217751"
"CEE277C","214957"
"CEE277D","210601"
"CEE277F","210644"
"CEE277L","214095"
"CEE277M","217748"
"CEE277S","203893"
"CEE277X","211725"
"CEE278A","103691"
"CEE278C","205295"
"CEE279","103694"
"CEE279S","211878"
"CEE279W","216342"
"CEE279X","216577"
"CEE280","103697"
"CEE281","103700"
"CEE282","103704"
"CEE283","103707"
"CEE284","200412"
"CEE285A","211215"
"CEE285B","211216"
"CEE287","200414"
"CEE288","103713"
"CEE289","103714"
"CEE290","103715"
"CEE291","214972"
"CEE292","212839"
"CEE293","103718"
"CEE294","200410"
"CEE295","103720"
"CEE297M","210699"
"CEE297R","211999"
"CEE298","103726"
"CEE299","103730"
"CEE299L","214426"
"CEE299S","202685"
"CEE300","103732"
"CEE301","206975"
"CEE305","210221"
"CEE306","215913"
"CEE316","203774"
"CEE320","103741"
"CEE322","216241"
"CEE323A","217532"
"CEE323B","217533"
"CEE323C","217534"
"CEE324","217899"
"CEE328A","216477"
"CEE361","215123"
"CEE362","206146"
"CEE362G","208423"
"CEE363A","103753"
"CEE363B","217051"
"CEE363F","209403"
"CEE363G","210836"
"CEE364F","213930"
"CEE365A","103757"
"CEE365B","103758"
"CEE365C","140022"
"CEE365D","200850"
"CEE370A","103762"
"CEE370B","103763"
"CEE370C","103764"
"CEE370D","200979"
"CEE371L","216538"
"CEE371M","209886"
"CEE374A","103770"
"CEE374B","103771"
"CEE374C","103772"
"CEE374D","203982"
"CEE374S","203805"
"CEE374T","207299"
"CEE374U","207303"
"CEE374V","207323"
"CEE374W","211678"
"CEE374X","212166"
"CEE377","203610"
"CEE378D","209299"
"CEE379","217528"
"CEE381","201780"
"CEE385","205984"
"CEE398","103787"
"CEE399","103789"
"CEE400","103790"
"CEE801","103792"
"CEE802","103793"
"CEE6","218312"
"CEE17SC","219053"
"CEE32W","218251"
"CEE32X","218783"
"CEE32Y","218838"
"CEE32Z","218851"
"CEE33A","218787"
"CEE80N","218733"
"CEE126A","218479"
"CEE126B","218480"
"CEE126C","218488"
"CEE126X","218749"
"CEE126Y","218750"
"CEE126Z","218752"
"CEE131F","218554"
"CEE131Q","218567"
"CEE146S","219489"
"CEE161C","218256"
"CEE161I","210448"
"CEE162A","218313"
"CEE162D","129098"
"CEE162E","202088"
"CEE162F","218659"
"CEE162I","210459"
"CEE165D","205909"
"CEE175Q","218999"
"CEE179F","218678"
"CEE199S","219519"
"CEE209A","215925"
"CEE209B","218496"
"CEE224S","218762"
"CEE235","218865"
"CEE243","218493"
"CEE245","218494"
"CEE261A","218190"
"CEE261B","217073"
"CEE261I","210448"
"CEE262E","202088"
"CEE262G","212540"
"CEE262I","210459"
"CEE273B","218167"
"CEE273B","218795"
"CEE273F","219000"
"CEE275Q","218999"
"CEE279A","212871"
"CEE279B","212872"
"CEE279C","212873"
"CEE279F","218678"
"CEE307","218311"
"CEE308","218495"
"CEE309","218754"
"CEE325","218763"
"CEE363H","212689"
"CEE374M","218883"
"CEE375A","218671"
"CEE7","219239"
"CEE70Q","219111"
"CEE83","219833"
"CEE107R","219878"
"CEE124X","217230"
"CEE124Y","217232"
"CEE124Z","217231"
"CEE159","219887"
"CEE170S","220119"
"CEE207R","219878"
"CEE228","218864"
"CEE230","218876"
"CEE240","211180"
"CEE242R","219745"
"CEE259","219887"
"CEE261C","218256"
"CEE265E","219325"
"CEE270S","220119"
"CEE299E","220285"
"CEE326","219852"
"CEE329","220294"
"CEE329S","220295"
"CEE341","220005"
"CEE345","218494"
"CEE350","220306"
"CEE362A","209036"
"CEE363C","204559"
"CEE707","219239"
"CEE33B","220829"
"CEE33C","220790"
"CEE40","221313"
"CEE102W","217245"
"CEE114","222288"
"CEE124S","218762"
"CEE131E","218691"
"CEE132Q","211251"
"CEE133H","220700"
"CEE163H","220908"
"CEE171G","221155"
"CEE173S","220561"
"CEE192","201538"
"CEE199D","221001"
"CEE209S","220560"
"CEE214","222288"
"CEE229A","221150"
"CEE229B","221149"
"CEE260D","219436"
"CEE265F","220582"
"CEE266E","221375"
"CEE271G","221155"
"CEE273S","220561"
"CEE276B","103507"
"CEE277A","220981"
"CEE374Z","220850"
"CEE102A","103455"
"CEE118X","212827"
"CEE118Y","217232"
"CEE118Z","217231"
"CEE131G","222146"
"CEE136","218876"
"CEE157","222247"
"CEE165H","222229"
"CEE170","103498"
"CEE177Q","222382"
"CEE199J","222183"
"CEE201E","221335"
"CEE218X","212827"
"CEE218Y","217232"
"CEE218Z","217231"
"CEE236","218876"
"CEE250","221999"
"CEE257","222247"
"CEE262H","221742"
"CEE265H","222229"
"CEE265I","222355"
"CEE270M","103498"
"CEE273M","222005"
"CEE275D","221873"
"CEE277Q","222382"
"CEE285C","222448"
"CEE286","222166"
"CEE292X","221589"
"CEE296","222271"
"CEE299J","222183"
"CEE312","212839"
"CEE314","200410"
"CEE315","103720"
"CEE370M","222191"
"CEE41Q","223274"
"CEE74N","222462"
"CEE101E","223322"
"CEE107D","223252"
"CEE107H","222987"
"CEE130B","223121"
"CEE130R","222907"
"CEE151A","222851"
"CEE151B","222852"
"CEE151C","222855"
"CEE154","222482"
"CEE164H","223119"
"CEE173","222645"
"CEE199C","222936"
"CEE207D","223252"
"CEE207H","222987"
"CEE254","222482"
"CEE258C","222961"
"CEE263H","222105"
"CEE264H","223119"
"CEE266F","222519"
"CEE266G","222520"
"CEE298C","223133"
"CEE299C","222936"
"CEE299I","223111"
"CEE310","222971"
"CEE327","222658"
"CEE330","222907"
"CEE330B","223121"
"CEE363D","222593"
"CEE363I","222827"
"CEE372","222920"
"CEE379C","222945"
"CEE31A","223511"
"CEE31B","223755"
"CEE121","223948"
"CEE147","221766"
"CEE179D","214994"
"CEE179E","214995"
"CEE200","223717"
"CEE221","223948"
"CEE224B","223821"
"CEE246P","223936"
"CEE279D","214994"
"CEE279E","214995"
"CEE363E","223451"
"CEE363J","223745"
"CEE371C","223489"
"CEE380","223737"
"CHEM1","212900"
"CHEM1L","212903"
"CHEM2","212901"
"CHEM2L","212904"
"CHEM3","212902"
"CHEM3L","212905"
"CHEM4","216579"
"CHEM10","213774"
"CHEM25N","206329"
"CHEM26N","112242"
"CHEM27N","214747"
"CHEM28N","112244"
"CHEM31A","204251"
"CHEM31AC","211206"
"CHEM31B","204253"
"CHEM31BC","211207"
"CHEM31X","112246"
"CHEM33","112250"
"CHEM33C","211194"
"CHEM35","112253"
"CHEM110","112259"
"CHEM111","112260"
"CHEM130","112270"
"CHEM131","112273"
"CHEM132","112280"
"CHEM134","112278"
"CHEM135","112279"
"CHEM137","112277"
"CHEM150","217112"
"CHEM151","112284"
"CHEM153","112285"
"CHEM155","112314"
"CHEM171","112286"
"CHEM173","112288"
"CHEM174","112289"
"CHEM175","112290"
"CHEM176","112291"
"CHEM181","205215"
"CHEM183","205216"
"CHEM184","206766"
"CHEM185","206931"
"CHEM187","216425"
"CHEM187A","217690"
"CHEM190","112294"
"CHEM196","213687"
"CHEM200","112295"
"CHEM221","112298"
"CHEM223","112300"
"CHEM225","112301"
"CHEM225T","217135"
"CHEM227","112302"
"CHEM229","112303"
"CHEM231","112304"
"CHEM233A","112307"
"CHEM233B","112308"
"CHEM233C","112309"
"CHEM235","112310"
"CHEM250","217112"
"CHEM251","112312"
"CHEM253","112313"
"CHEM255","112314"
"CHEM258A","200173"
"CHEM258B","200174"
"CHEM258C","200175"
